"DATA","VALOR","DESPESAS"
2021-08-05 00:00:00.000,"321.3700",-1
2021-08-05 00:00:00.000,"1647.8700",-1
2021-08-05 00:00:00.000,"2040.7000",-1
2021-08-05 00:00:00.000,"1713.9300",-1
2021-08-05 00:00:00.000,"322.2300",-1
2021-08-05 00:00:00.000,"3671.1500",-1
2021-08-05 00:00:00.000,"350.0000",-1
2021-08-16 00:00:00.000,"7461.3700",-1
2021-10-26 00:00:00.000,"1000.0000",-1
2021-10-26 00:00:00.000,"1000.0000",-1
2021-10-26 00:00:00.000,"1000.0000",-1
2021-10-26 00:00:00.000,"204.0000",-1
2021-10-26 00:00:00.000,"250.0000",-1
2021-10-26 00:00:00.000,"246.0000",-1
2021-10-26 00:00:00.000,"300.0000",-1
2021-10-26 00:00:00.000,"500.0000",-1
2021-10-26 00:00:00.000,"500.0000",-1
2021-10-26 00:00:00.000,"500.0000",-1
2021-10-26 00:00:00.000,"100.0000",-1
2021-11-05 00:00:00.000,"5.3600",-1
2021-11-16 00:00:00.000,"133.8000",-1
2021-11-16 00:00:00.000,"177.0000",-1
2021-11-16 00:00:00.000,"133.8000",-1
2021-11-16 00:00:00.000,"140.0000",-1
2021-11-16 00:00:00.000,"133.8000",-1
2021-11-16 00:00:00.000,"177.0000",-1
2021-11-16 00:00:00.000,"145.0400",-1
2021-11-16 00:00:00.000,"133.8000",-1
2021-11-16 00:00:00.000,"0.0100",-1
2021-11-16 00:00:00.000,"0.0200",-1
2021-11-16 00:00:00.000,"0.0100",-1
2021-11-16 00:00:00.000,"354.0000",-1
2021-11-17 00:00:00.000,"0.0100",-1
2021-11-17 00:00:00.000,"0.0100",-1
2021-11-17 00:00:00.000,"0.0100",-1
2022-06-14 00:00:00.000,"130.6000",-1
2022-07-28 00:00:00.000,"15.0000",-1
2022-07-28 00:00:00.000,"15.0000",-1
2022-07-29 00:00:00.000,"1.0000",-1
2022-07-29 00:00:00.000,"1.0000",-1
2022-07-29 00:00:00.000,"100.0000",-1
2022-07-29 00:00:00.000,"10.0000",-1
2022-08-01 00:00:00.000,"0.9500",-1
2022-08-01 00:00:00.000,"20.0000",-1
2022-08-01 00:00:00.000,"600.0000",-1
2022-08-01 00:00:00.000,"6.3500",-1
2022-08-01 00:00:00.000,"6.3500",-1
2022-08-01 00:00:00.000,"20.0000",-1
2022-08-01 00:00:00.000,"6.3500",-1
2022-08-01 00:00:00.000,"20.0000",-1
2022-08-01 00:00:00.000,"4.5000",-1
2022-08-01 00:00:00.000,"30.0000",-1
2022-08-01 00:00:00.000,"45.5000",-1
2022-08-01 00:00:00.000,"10.0000",-1
2022-08-01 00:00:00.000,"90.0000",-1
2022-08-01 00:00:00.000,"20.0000",-1
2022-08-01 00:00:00.000,"4.5000",-1
2022-08-01 00:00:00.000,"30.0000",-1
2022-08-01 00:00:00.000,"10.5000",-1
2022-08-01 00:00:00.000,"10.0000",-1
2022-08-01 00:00:00.000,"86.3500",-1
2022-08-01 00:00:00.000,"20.0000",-1
2022-08-01 00:00:00.000,"4.5000",-1
2022-08-01 00:00:00.000,"30.0000",-1
2022-08-01 00:00:00.000,"45.5000",-1
2022-08-01 00:00:00.000,"20.0000",-1
2022-08-01 00:00:00.000,"20.0000",-1
2022-08-01 00:00:00.000,"20.0000",-1
2022-08-01 00:00:00.000,"20.0000",-1
2022-08-01 00:00:00.000,"2.0000",-1
2022-08-01 00:00:00.000,"3.0000",-1
2022-08-01 00:00:00.000,"5.0000",-1
2022-08-01 00:00:00.000,"5.0000",-1
2022-08-01 00:00:00.000,"10.0000",-1
2022-08-01 00:00:00.000,"5.0000",-1
2022-08-01 00:00:00.000,"5.0000",-1
2022-08-01 00:00:00.000,"10.0000",-1
2022-08-01 00:00:00.000,"5.0000",-1
2022-08-01 00:00:00.000,"10.0000",-1
2022-08-01 00:00:00.000,"5.0000",-1
2022-08-01 00:00:00.000,"5.0000",-1
2022-08-01 00:00:00.000,"10.0000",-1
2022-08-01 00:00:00.000,"5.0000",-1
2022-08-01 00:00:00.000,"5.0000",-1
2022-08-01 00:00:00.000,"8.0000",-1
2022-08-01 00:00:00.000,"2.0000",-1
2022-08-01 00:00:00.000,"3.0000",-1
2022-08-01 00:00:00.000,"2.0000",-1
2022-08-01 00:00:00.000,"2.0000",-1
2022-08-01 00:00:00.000,"3.0000",-1
2022-08-01 00:00:00.000,"3.0000",-1
2022-08-01 00:00:00.000,"1.0000",-1
2022-08-01 00:00:00.000,"1.0000",-1
2022-08-01 00:00:00.000,"1.0000",-1
2022-08-01 00:00:00.000,"1.0000",-1
2022-08-01 00:00:00.000,"1.0000",-1
2022-08-01 00:00:00.000,"2.0000",-1
2022-08-01 00:00:00.000,"5.0000",-1
2022-08-01 00:00:00.000,"7.0000",-1
2022-08-01 00:00:00.000,"3.0000",-1
2022-08-01 00:00:00.000,"60.0000",-1
2022-08-01 00:00:00.000,"2.0000",-1
2022-08-01 00:00:00.000,"2.0000",-1
2022-08-01 00:00:00.000,"1.0000",-1
2022-08-01 00:00:00.000,"5.0000",-1
2022-08-01 00:00:00.000,"3.0000",-1
2022-08-01 00:00:00.000,"1.0000",-1
2022-08-01 00:00:00.000,"1.0000",-1
2022-08-01 00:00:00.000,"35.0000",-1
2022-09-15 00:00:00.000,"500.0000",-1
2022-10-13 00:00:00.000,"200.0000",-1
2022-11-01 00:00:00.000,"50.0000",-1
2022-11-01 00:00:00.000,"133.8000",-1
2022-11-01 00:00:00.000,"9950.0000",-1
2022-11-01 00:00:00.000,"11000.0000",-1
2022-11-01 00:00:00.000,"1000.0000",-1
2022-11-01 00:00:00.000,"100.0000",-1
2022-11-24 00:00:00.000,"149.4000",-1
2022-11-30 00:00:00.000,"3291.4800",-1
2023-06-14 00:00:00.000,"100.0000",-1
2023-06-14 00:00:00.000,"100.0000",-1
2023-07-07 00:00:00.000,"2.9300",-1
2023-07-07 00:00:00.000,"2.9300",-1
2023-07-10 00:00:00.000,"10.0000",-1
2023-09-05 00:00:00.000,"80.0000",-1
2023-09-06 00:00:00.000,"13.8900",-1
2023-10-01 00:00:00.000,"100.0000",-1
2023-10-01 00:00:00.000,"100.0000",-1
2023-11-05 00:00:00.000,"390.0000",-1
2023-11-05 00:00:00.000,"69.9000",-1
2023-11-05 00:00:00.000,"1000.0000",-1
2023-11-05 00:00:00.000,"500.0000",-1
2023-11-05 00:00:00.000,"27.0000",-1
2023-11-06 00:00:00.000,"40.0000",-1
2023-11-06 00:00:00.000,"4.0000",-1
2023-11-07 00:00:00.000,"425.0000",-1
2023-12-01 00:00:00.000,"120.0000",-1
2024-04-04 00:00:00.000,"6.8900",-1
2024-04-11 00:00:00.000,"6.8900",-1
2024-06-26 00:00:00.000,"5000.0000",-1
2024-07-01 00:00:00.000,"1000000.0000",-1
2024-07-25 00:00:00.000,"108.8000",-1
2024-07-25 00:00:00.000,"2.2400",-1
2024-07-25 00:00:00.000,"2.2400",-1
2024-07-25 00:00:00.000,"2.2400",-1
2024-07-25 00:00:00.000,"2.2400",-1
2024-07-25 00:00:00.000,"2.2400",-1
2024-07-28 00:00:00.000,"100.0000",-1
2024-07-28 00:00:00.000,"10.0000",-1
2024-07-28 00:00:00.000,"10.0000",-1
2024-08-01 00:00:00.000,"2.2400",-1
2024-08-01 00:00:00.000,"500000.0000",-1
2024-08-19 00:00:00.000,"1.0000",-1
2024-09-13 00:00:00.000,"12990.0000",-1
2024-09-13 00:00:00.000,"13590.0000",-1
